product_id,brand_name,review_id,review_title,review_text,author,review_date,review_rating,is_a_buyer,pro_user,review_label,CATEGORY,SUB CATEGORY,product_title,mrp,price,product_rating,product_rating_count,product_tags,product_url
981,Lakme,5015595,Smudges on it's application!,"The product is good, but it smudges within a few minutes of it's application. Not suitable for oily skin also try avoiding it's application in summers!",Sonita Shrivastava,5/2/2019 11:20,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3961703,The kajal does smear.,"After application, the Kajal smears and sticks to the lower eyelid.",Kyla Coniah,1/4/2019 0:32,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3927689,Not bad,It's not a bold black. Just fine.!,ragavi raja,12/31/2018 13:41,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3105291,Ok,"The product is ok, it is not at all smudge proof, it smudges alot, and it doesnt remains for longer time.",Janvi Doshi,10/9/2018 13:52,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,19483665,Disappointed,Such disgusting product 😖😖 totally waste of money,Fiza Nisar,7/19/2021 15:23,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,23389847,Worst kajal,Oh god it smudges a lot. Not worth buying,Juhi Sharma,3/13/2022 18:20,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14762514,Lakme Kajal - Black,It is a good face wash... For all skin type it doesn't feel very dry after wash it is mind and gentle on skin go for it. If u want to purchase a good face wash,Kriti Swarnkar,9/14/2020 9:25,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12073776,Not good,Not that worth if you are looking for long-lasting kajal. This one doesn't stay even the Minute you apply the kajal after application. It would automatically smudge out.,Sanjana Shrivastav,1/6/2020 9:01,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10700437,Its not so good,Smudge very easily not stay without smudge.,Afroz Idrishi,10/1/2019 20:46,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,28576374,Not for oily skin,Smudges to the lower eyes.,swetha prabhakar,9/15/2022 9:41,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,26454975,Not satisfied,Smudges all over and doesn't stay,insha kubravi,7/8/2022 19:43,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,23375698,Worst,Smudges easily...not long lasting..isnt that dark,bhat saima,3/12/2022 19:03,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,21248775,Lakme kajal,Twister is not working.. it’s just ok ok product,Aman Dhindsa,11/6/2021 21:15,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16991453,Bad,Very bad product eyes starts burning,pehel jain,2/10/2021 9:59,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14821934,"""Traditional kajal""",Old is gold.,Gargi Mukherjee,9/18/2020 15:12,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15489429,No long lasting,Very bad experience no long lasting,suma gowda,11/5/2020 12:16,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14808479,Hopeless kajal,Dried the eyes with burning sensation,Shraddha Bansode,9/17/2020 14:46,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14413495,Very inconvenient packaging,"Even though the kajal is creamy but once the tip becomes blunt, the kajal is of no use. Also it smudges a lot, so be mindful while purchasing this product. Its an average product",Suchitra Sridhar,8/17/2020 14:51,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,13359227,Waste of money,The quantity is less and we need a sharpener. It is not water proof. It is not long lasting we can remove it easily. If we touch our eyes it is removing. Waste of money!!,Ravali Medchal,6/2/2020 17:29,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12359238,Difficult to sharp it,Its very difficult to sharp and if you sharp it its very dangerous for eyes because you can give it proper pencil shape.,Kamna Soni,1/27/2020 18:37,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12051108,Not nice,It smudges instantly and of no use.,Adhila nasreen,1/4/2020 6:37,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11943687,Bad Product.,"Very bad it smudges all over the eye. There is no sharper in it. Its very bad, spread all over your eye. Do not buy its not waterproof.",Shobha J,12/25/2019 14:58,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11121116,"Waste product,wastage of money",It's the worst product till now buy from Nykaa. No use of this kajal. Not evenly spread. Not even half an hour remain on eyes. Look like panda eyes. I suggest dont buy this product. Only there is brand name but no use at all.,bhanupriya amit lalge,10/31/2019 19:20,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11070876,Too small quantity,"The quantity of this Kajal pencil is too small, on regular daily uses it may get finish off in few weeks. Not at all worthy, disappointed will not buy again.",Shally Kaur,10/26/2019 21:04,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10792349,not good,Not good at all. Wasted my money on this... smudges as soon as you apply it... doesn’t even stay for a second… as soon as you blink and open your eyes it smudges,devyani aley,10/8/2019 12:28,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10673790,Terrible,"This kajal really irritates my eyes, and they start watering as soon as I apply it. My eyes feel very sensitive and dry. The kajal also bleeds a lot and run under the eye within a few hours. It is the worst kajal I've ever used.",Sunaina,9/30/2019 11:14,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,6251929,Such a joke,Smudges everywhere as soon as you apply this is not a Kajal this is disappointment.,Chandni Sinha,8/3/2019 13:16,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,5977926,Laine kajal.,Good buy for the money and does Its job well.,Jeny Ajith,7/14/2019 10:00,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,5315451,Not at all good,This kajal smudges a lot. Please don't buy it. I don't know why Lakme is launching these types of cosmetics.,Shazia,5/20/2019 14:45,1,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16159839,Small,Very small and light black color but nice,shahasa sherin,12/9/2020 19:39,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16432635,Okay Kajal,The kajal is okay but not smudge proof. Young girls and beginners can use.,Kanika Jain,12/29/2020 10:40,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16847755,Not a one stroke product,"It's not very smooth to apply, you need to apply 2-3 coats to get the proper kajal and it smudges easily.",Kumari Akanksha,1/29/2021 23:59,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17446630,Easy application,But no long stay... Smudging easily... After application I feel heat coming outsidefrom eyes n got headache. Tears also.,Kalyanimithra K,3/19/2021 14:03,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11463980,Ok ok product,Not soo good But as per the rate It is average product.,Vishakha Nilawar,11/27/2019 12:01,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,11387345,Good One,"Come on, what can expect for this price? Of course, it smudges easily. But dab powder to set it. It will for about an hour or so. Otherwise, it just stays in place for only half hour.",Dharanilakshmi  Balu,11/20/2019 22:21,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,10706397,Good one,Works fine for me but it smudges a little.,Thoomuganti Sravani,10/2/2019 10:16,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,6233589,Quality s not good.,"Quality of d product is not good. after applying kajal, it spreads. so pls improve quality of product.",parvathy sskg,8/1/2019 23:26,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,6126152,Not good,"I prefer the pencil over this. It's not dark, doesn't stay for long and smudges a bit.",Meher Afrose,7/24/2019 11:25,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,5964031,Fine,It's good in price but not smudge-free.,Geeta Choudhary ,7/13/2019 10:22,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,5819493,Lakme kajal,I love it in simple terms...,Madu Singh,7/1/2019 1:19,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,5364556,Average product,This is an average product but you can use it on a daily basis.,Raziya Khan,5/25/2019 10:02,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,4532456,Everyday use!!,Really good for everyday use as it will be washed with face wash at the end of the day without using any makeup remover.,Shikha Mehta,3/16/2019 21:09,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,4508697,Good on budget.,"It is light on pigmentation, needs reapplication every hour but safe on sensitive eyes. It is a nice product.",Divya Amith,3/12/2019 10:59,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,4075525,Good.,"First time tried this pencil from Lakmé, it's not too good not too bad I would say. Ya, it does get smudge doesn't stay more than 2 hours but girls if you apply black eyeshadow just applying this Kajal it will stay longer and won't smudge a lot like a mess. For me, it's an ok product.",Gargi Banerji,1/17/2019 17:45,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3655722,OK.,"Smudges a bit ,but you can fix with powder for smudge-free look n inexpensive.",ankita anand,12/6/2018 9:48,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3332138,Nice.,"My mother still loves this kajal, she loves it, it isn't smudge proof but quite pigmented.",Sanjay Gupta,11/11/2018 14:54,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15514235,Nice,Nice but very small but very nice,Oviya Arun,11/6/2020 17:35,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14684584,Just ok,Not much good,Anzia Yunus Khan,9/7/2020 17:35,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,20952766,👎🏻,I did not like the product. Though its cheap but not wort it.,Juhi Tulsiani,10/17/2021 14:54,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,20589888,Not Bad,The kajal does not smoothly glides on your waterline..it smudges. You can only use it if your staying home .,Reshma Suresh,9/24/2021 20:53,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16493360,Not good,It smudges all over the eyes.,fathima .,1/3/2021 13:49,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14673817,Not worth,It's not smudge proof...I didn't like the kajal...I won't recommend it,Yashvi Aggarwal,9/6/2020 20:20,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12998995,Not happy with the purchase,It smudges badly. Doesn stay for more than one hour. Sharpening is way too difficult as it has to be done using a blade and it never come out to well.,lakshmi skumar,3/19/2020 17:22,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15316414,Nice,Perfect for daily use,Zoya Tanwar,10/24/2020 12:27,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,29124044,Not good,It is not long lasting. Also after sometime it is coming under my eyes,Aakansha Tyagi,10/5/2022 12:52,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,17278836,Irrigation,"Causes irritation in the eyes , not smudge proof.",Nandini ponna,3/5/2021 15:44,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,15807184,Not Smudge Proof,"Affordable but smudges. After 15mins, make your eyes like raccoon. You can set it with black eyeshadow for smoky effect.",Zeba Kazi,11/27/2020 2:10,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,4440535,Its smudge very easily,It's not a worthy product. Its smudge very easily and not long lasting.,shimona diwakar ,3/4/2019 19:09,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,25482832,Lakme kajal,Didn't like the product. Smudges fastly after applying.,Pooja Achyuth,5/31/2022 22:24,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,24205250,Not so good,Too less quantity of kajal and its thicker,Reet Khandelwal,4/21/2022 17:34,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,23587509,Inconvenient,Its better to buy Mayballin kajal as that is more convenient to use.,Vanshika Sachdev,3/25/2022 23:34,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,22489600,Nice,Nice Kajal long lasting deep black BUT it’s not smudge proof it can easily spread on lower eye lid. Expect that all good,pooja,1/19/2022 11:57,2,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,16325128,Very good,It's soft kajal..quite pretty good..not smudge proof,sumana das,12/21/2020 17:43,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,14681896,Lov it,Juz wooow,Uzma Samreen,9/7/2020 14:51,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,12413482,Good,"It's good, very bold and black but smudges too soon. It is a pocket-friendly item. A little difficult to sharp. All over, I liked this product.",Bhumika Minocha,1/31/2020 18:55,3,TRUE,FALSE,Verified Buyer,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,28484162,Great,"This is a very good quality, well pigmented and affordable kajal.",Bond Bond,9/12/2022 10:19,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3555974,Love it,It's too dark.. stay for good time must try...!,Das Priya,11/30/2018 23:01,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,3032203,very nice product,it is so nice to use and so smooth.,Khushi Mahajan,9/27/2018 18:25,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,2542055,Love it!!!,It’s fabulous as have been using it for the past say 11 years & has never failed to disappoint me.,Geetika Raj,8/2/2018 14:36,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,1473685,most affordable kajal,This is the only Kajal that I have used in my college days...it's so black...now I started using eyeconic but I still have discussed Kajal in my vanity for a daily purpose.,Anupama Tripathy,3/14/2018 16:35,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,1105945,Basic,Bought it for my granny... I never thought it would be available but thanx to nykaa got it sitting at home!! Good job,Dr kanika,11/4/2017 23:52,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,832554,eye magic,This product provides bold attractive eyes that is a must have fir anytym,Isha Trivedi,8/5/2017 19:59,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,723744,one strock kajal.,this is I'm using from past 2 years and I just love the darkness of the black color and also I'm having super oily skin but this kajal does not fade away.,sheena Shah,6/29/2017 13:39,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,679168,Perfect for quick smokey eyes,I use this to create a quick smokey eye by applying it all over the lid and blending with my fingers or brush. It blends beautifully and gives a soft smokey eyes that I love.,Monika Chaudhary,6/12/2017 19:04,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,627462,best kajal for bold look,it smudge a little but if u want thick line of kajal then it is worth a try.,priya srivastava,5/18/2017 12:58,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,533280,Worth buying,"Amazing product at an amazing price, its smudge proof, long lasting, good for daily use purpose",Lavina chawlani,2/19/2017 13:50,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,479621,Awesome product,It's such a great product i ve used it so many times. thanks nykaa to provide us in such a discount,SUCHETA MISHRA,1/19/2017 0:35,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,422372,pocket frndly,this is very good fo clg going girl becoz of the prize...value fo money product......best fo smokey eyes....love the packaging....,Lipika Barman,11/29/2016 12:56,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,208426,First kajal,"This was my first Kajal and I loved it! Lakme products are been a staple in my mom's vanity and they are my favorites too. I have grown raving about them. Be it my first kajal, lipstick, foundation, compact, liner. They were all from Lakme. Also, my 80% of cosmetics are from Lakme. Lakme is Love.",Pooja P,2/27/2016 15:07,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
981,Lakme,87036,Value for money,This product is something that i still can swear by ...no matter how many types and shades of kajal lakme has launched,Renuka,6/7/2015 23:33,5,FALSE,FALSE,,EYE,EYE KAJAL,Lakme Kajal - Black,75,75,4.1,6197,,https://www.nykaa.com/lakme-kajal/p/981
